tweet,real_news
major general essam siam won the presidency of the sports commentators association during the elections that were held today at the association's headquarters,1
"malek ismail, the modern pentathlon national team player, succeeded in achieving the bronze medal during her participation in the finals of the hungarian international open championship.",1
"ahmed al-ghandour is a referee for the zamalek match with al-ittihad of alexandria today, thursday, in the 31st round of the premier league, and he is assisted by tahseen abu al-sadat, ahmed tawfiq talab, ahmed saleh as a fourth referee, and each of muhammad hassan and abdel aziz al-sayed as a fifth referee.",1
urgent: nebosha submits his resignation from coaching zamalek,1
"""a wonderful shot"".. an egyptian player in the uae scores a goal and goes out to kiss his mother's hand
#ontime_news https://t.co/bf1i0bmr8s",1
"ayman al-ramadi, the coach of the aswan team, announced the starting line-up for the ghazl el-mahalla match, shortly, at el-mahalla stadium, within the 20th round of the egyptian league competition.",1
"tamer mostafa, coach of anppi, decided to set up a closed camp for a week in borg el arab, alexandria, before playing his next match against pyramids in the 18th round of the egyptian league competition.",1
"details of koller's session with al-ahly players before the ceramica cleopatra match..and the team puts the last frills on the al-dawy deal
#ontime_news https://t.co/qjwaoxsbzl",1
"the results of the al-ahly and smouha confrontations before tonight's meeting at al-ahly and al-salam stadium in the ninth round of the premier league competition, in an exciting confrontation that will not lack football fun",1
"the men's handball team of al-ahly club tied with its counterpart, smouha, with a score of 21/21, in the framework of the sixth round of the second stage of the men's professional handball league for the local season 2022/2023.",1
"vanguards club announced the contract with imad al-nahhas to take over the training of the team, succeeding mohamed youssef, who was thanked and the contract was terminated by mutual consent. for the ball.",1
"marawan mohsen is probably musimani's surprise today in the formation, and to his right is muhammad sharif",1
"pictures from the funeral of captain samir zaher, may god have mercy on him...",1
"mohamed ashraf rouqa, defender in the center of zamalek, entered the accounts of the portuguese coach, jesfaldo ferreira, the coach of the white team, in order to associate nabil dunga in the center area in the next al-ahly meeting scheduled for next saturday.",1
"ferreira is preparing ahmed fattouh, mustafa shalaby and mustafa al-zanari to return against pyramids, after the trio were excluded from the trip to tunisia to face esperance.",1
"tonight's match between al-ahly and smouha witnessed the brilliance of mahmoud abdel moneim kahraba, who returned to the official participation with al-ahly after an absence period that lasted about 15 months.",1
"hossam hassan stressed the need to close the spaces and not provide any opportunity to shoot at the goal in front of al-suleya and diang, in light of their ability to score goals, taking advantage of their shooting skills.",1
"the paralympic committee, headed by dr. hossam el-din mostafa, decided to select 2 of the committee's volunteers to accompany the delegation of the paralympic teams during the paris games 2023.",1
"the first football team of al-ahly club concluded its training this evening, monday, under the leadership of swiss marcel kohler, at the touch stadium in al-jazirah.",1
"aswan sports club honors the mothers of the martyrs
yesterday, the aswan sports club, headed by dr. hassan abdel qader, honored 3 mothers of the homeland's martyrs from the governorate",1
ahmed sami agreed to lead smouha after the club's management terminated the contract with tariq el-ashry.,1
"it is now time for fajr azan, according to the local time of the city of cairo",1
"ali maher, the technical director of the future team, started the procedures for obtaining the a training license, by participating in the training courses held by the football association.",1
"2- it is expected that abu raida will explain a number of matters related to the national team, while hector cuper, the technical director, and ihab lahita, the national team manager, will announce all technical and administrative arrangements related to the national team's preparations to participate in the upcoming world cup finals, starting with the swiss camp.",1
"saif al-waziri, chairman of the board of directors of presentation and stadium, talks about cooperation with the abu dhabi sports council.. and preparations before the egyptian super match tomorrow
#ontimenews https://t.co/oonssky6sg",1
"the egyptian youth team, born in 2003, led by mahmoud gaber, continues its training at the military college stadium, in preparation for the african nations championship, which egypt will host from february 19 to march 12.",1
"the last preparations for zamalek club before the super cup
#ontime_news https://t.co/sncsrhaleq",1
"the end of the original and extra time
penalty kicks determine the qualifier for the world cup
oh my god egypt",1
thank god for three points. we hope that the next one will be better in the next match against gabon,1
amr el dardir: zamalek lacks a good alternative,1
"the egyptian blind sports federation received confirmation of the participation of 32 countries in the ""grand prix"" tournament for the blind, which qualifies for the paralympic games.",1
"today, saturday 1/7/2023, al-ahly news witnessed many important events, on top of which: al-ahly announced the failure to contract with ghanaian aziz yaqobu..",1
congo scores and the score becomes 2-1 between them and ghana,1
"a special tribute to defender chiellini in his last matches with the italian national team
#ontime_news https://t.co/qludnsoeom",1
"al-masry, without the dean, is fighting the interior for the 8th round card in the egypt cup",1
"four players succeeded in qualifying for the final of the world karate league championship, which is being held in cairo stadium.",1
does today's punishment affect kahraba's future with al-ahly?,1
"ali zaazaa scored the second goal for the future team, against aswan, in the 77th minute, in the match that brought the two teams together, today, sunday, in the twenty-first round of the egyptian league competition this season.",1
"fathallah zidane reveals the latest developments in the file of the new coach of al-ahly club
#ontime_news https://t.co/jr0vcdcenf",1
"the egyptian club is preparing to face the ismaili club in the ninth round of the egyptian club league competition, next sunday",1
"ali maher, coach of the future team, announced his team's list, which is preparing to face zamalek in the 16th round of the league.",1
"reda shehata, coach of the first football team at al-dakhiliya club, announced the formation of his main team, which is scheduled to play against ceramica shortly.",1
"""kaf"" official: al-ahly is a ""model"" in applying ""professionalism"" at the level of the brown continent
ahmed harraz, club licensing officer at the confederation of african football, thanked the management of al-ahly club and engineer khaled murtaji, a member of the council, for hosting and warm reception.",1
"the women's volleyball team of zamalek club defeated al-ittihad of alexandria, 3/0, in the eleventh round of the premier league for the local season 2022/2023.",1
america narrowed the difference and deserved a goal after constant pressure in the second half... a quarter of an hour of fire awaits us,1
"moamen zakaria, the star of egyptian football, published a photo through his personal account on instagram, accompanied by his wife and son, from inside the prophet's mosque, where moamen zakaria had traveled a few days ago to perform the rituals of umrah.",1
"today, sunday, the ministry of youth and sports announces the formation of the committee that will manage the ismaili club until the date of the club's general assembly to elect a new board of directors.",1
"al-ahly club registered the algerian player ahmed al-kandoussi in its local and african list before the registration door closed on january 31, after contracting with him from the algerian club es setif yesterday.",1
"details of al-ahly management session with kahraba
#ontime_news https://t.co/pkzpzwez7t",1
"alaa abdel-al, the new coach of the interior team, leads maran today for the first time, after being appointed to succeed coach reda shehata, who was thanked in preparation for the match against aswan in the egyptian premier league championship.",1
"razak cisse is waiting for the contract provider to renew the zamalek club
#ontime_news https://t.co/gqgktocs2v",1
"the pinnacle of excitement, fun and beauty in the egyptian league",1
"farida mohamed qualifies to face amanda sobhi in the oracle netsuite squash final
#ontime_news https://t.co/1blomz9v2j",1
al-ahly coach marcel koller decided to return tunisian ali maaloul to lead the left front of the red team in its next match against ghazl el-mahalla next wednesday.,1
"it was confirmed that the duo, hussein al-sayed and abdel-rahim daghmoum, players of the first football team in al-masry club, were absent from the team's match against al-ahly bank.",1
"""al-ahly is in front of pharco and ismaily is looking for the first victory."" learn about today's matches in the egyptian premier league
#ontime_news https://t.co/3ssthxxu6i",1
"the athletics federation, headed by saif shaheen, received confirmation from 15 countries to participate in the arab championships, which will be held in cairo on february 5.",1
"al-ahly is participating in the 2023 fifa world cup, for the eighth time in its history, and the third in a row, and the red genie participated in 7 previous editions in 2005, 2006, 2008, 2012, 2013, 2020 and 2021.",1
"carlos queiroz, coach of the egyptian national team",1
"today, friday, corresponding to 3/17/2023, witnessed many sports news that were published on the youm7 website, and we review the most prominent of them in the following lines..",1
"zamalek wants to include hossam hassan, the star of smouha, in a reciprocal deal, and the engineer, faraj amer, wants to obtain 40 million pounds without deals, and carteron hopes to join the team, and negotiations are continuing.",1
"walid salah el-din, the former star of al-ahly club, confirmed that al-ahly must correct the mistakes that appeared in front of al-ittihad of alexandria.",1
"mahmoud alaa, defender of al-ittihad of alexandria, underwent x-rays after suffering an injury in the internal match yesterday, and he left the match affected by the injury. x-rays were taken, which proved that he had a tear in the back, which required a treatment period of no less than two weeks.",1
"zamalek ranks sixth in the egyptian premier league standings table, with 29 points, while smouha comes in 12th place, with 20 points.",1
the team doctor indicated that mustafa schubert finished implementing the program set by the doctor who performed the knee cartilage surgery.,1
"the end of the first half, with al-ahly ahead of zamalek, with a clean goal scored by mohamed sharif.
your predictions for the second half?",1
"the coaching staff of the first football team at enppi club, led by tamer mostafa, is setting up a special rehabilitation program for burkinabe eric trawi to prepare him for the next match of the petroleum team.",1
who will lift the euro cup tonight?,1
"the board of directors of al-ittihad club of alexandria presented a special mourning for the father of mohamed mahmoud, the football team player in the alexandria club, who passed away during the past hours.",1
"learn about al-ahly club's latest preparations for tomorrow's match against eastern company in the league
#ontime_news https://t.co/gu1ni4jk0f",1
"al-ahly coach marcel koller held a special session with his assistant staff during the past hours in order to develop the team's plan and prepare for the ghazl el-mahalla match in the league, which is one of the most important stations in the journey to regain the league title.",1
"the zamalek club delegation will travel to tunisia at ten o'clock tomorrow morning, thursday, on a private plane, in preparation for the esperance match.",1
the zamalek match with ceramica in this round was postponed due to the white knight's preoccupation with facing tunisian esperance in the african champions league.,1
results of yesterday's matches in all tournaments,1
"the second substitution for the egyptian national team, with the exit of abdullah al-saeed and the descent of the star amr warda
journey _ champion",1
"postponement of the league and the cup.. and a new schedule sunday...
the egyptian football association decided to postpone the matches of the premier league and the egyptian cup, starting from the beginning of next august, and to assign the competitions administration to prepare a new schedule for the remaining matches in the premier league competition and the egypt cup, to be announced next sunday #efa",1
"after the visit of dr. ashraf sobhi, minister of youth and sports, and his inspection tour of the al-hasr, al-asr, al-muslimiya and toukh youth centers, the minister continued his tour of the abu kabir club and the kafr saqr and faqous youth centers.",1
"the coaching staff of the first egyptian national team, led by portuguese roy vitoria, announced the final list of players for the march camp, which includes two matches against malawi on march 24 and 28.",1
"mohamed abu jabal, the goalkeeper of the national bank team, participated in part of the group training after recovering from his recent injury, in preparation for the pyramids match.",1
"the national team players before training at the egyptian army stadium, burj al arab",1
"the portuguese josevaldo ferreira, coach of zamalek, gave his technical instructions to the white players before entering the technical division during training today, tuesday,",1
"mohamed awad returns to guard the goal of the first football team in zamalek club, during the match scheduled for tomorrow, friday, at the benina martyrs stadium, in the second round of the group stage matches of the african champions league.",1
"does nasser mansi move to zamalek? and the national bank's preparations for the next season, and the club's latest deals ... karim hassan shehata responds
#ontime_news https://t.co/onwlfaezog",1
"mostafa shalaby, the zamalek player, commented on scoring the first goal with the white team, which he scored against pyramids in the match that brought them together yesterday, sunday, at cairo international stadium..",1
"ahmed abdel qader, al-ahly player, scored the equalizing goal for his team against brazilian flamengo in the 38th minute of the match that currently brings them together in the third-place match in the world cup.",1
"the technical staff of the arab contractors team, led by shawky gharib, began a journey to explore the aswan team, before the upcoming meeting between the two teams, which is scheduled for 3:15 p.m. next thursday in the 14th round.",1
"al-masry al-port said defeated its alexandrian counterpart, al-ittihad, with two goals to one, in the match that brought the two teams together this evening, saturday, at burj al-arab stadium, in the 12th round.",1
"ben ayed, the tunisian esperance player, scored the first goal for his team against zamalek in the 57th minute",1
"captain magdy abdel-ghany to the journalist medhat shalaby:
we will not send the coulibaly card to the scottish federation in order to preserve the rights of al-ahly club.",1
"tunisian rafik kabo, the enppi striker, revealed his ambitions with the petroleum team during the current season, after his brilliance with the petroleum team.",1
"today, friday 6/1/2023, egyptian sports witnessed many important news, most notably the tunisian christo arriving in cairo, in preparation for the transfer to al-ahly during the winter mercato.",1
"today, the third and final group of the referees camp, which began on march 13, will start under the supervision of the referees committee of the football association, headed by the portuguese vitor pereira, and will end on march 19.",1
"shima saber reveals the name of the new ghanaian striker for zamalek and the zamalek player close to pyramids
#ontime_news https://t.co/pdrdjeildn",1
"1- the main referees committee announced the names of the referees for the matches that will be held tomorrow (saturday) within the twenty-sixth week of the first division league, as follows:
- al-raja and smouha: walid abdel aziz, assisted by ahmed shaheen, saad sayed, and muhammad sami as a fourth referee, and each of muhammad emara and mahmoud wafa as a fifth referee.
he follows",1
ahmed megahed: an investigation will be opened into the presence of the union doctor's name in the incident of the attack on al-hakam,1
"the saudi national team reveals the developments in the case of al-shahrani and al-faraj
#ontime_news https://t.co/gnn7yhd35g",1
"al-ahly rejects besiktas' turkish offer to include ""diang"" and discusses with kohler the possibility of contracting with a new goalkeeper
#ontime_news https://t.co/assvymliyf",1
"ahmed refaat: i did not cause a crisis throughout my career, and i am committed to training and matches",1
"the syrian always has a fighting spirit, and the proof is the national team's match against tunisia.. important statements from ali bashmani, the syrian national team player
#ontime_news https://t.co/tdogkip4xx",1
"today, sunday 1/8/2023, al-ahly news witnessed many important events, on top of which: the victory of the al-ahly basket women's team over zamalek, the developments of the marawan attia deal, and the possibility of contracting with john ibuka..",1
"al-ahly team will host its internal counterpart at seven in the evening, tuesday, at al-ahly and al-salam stadium, in the twentieth round of the premier league competition.",1
"mohamed morgan, vice president of estadat company and former ceo of al-ahly, in a telephone interview with the ontime stadium program: my dream is to be on al-ahly's board of directors",1
mido explodes in the face of the ismaili quintet and decides to offer them for sale in the winter mercato,1
"the portuguese coach, giusevaldo ferreira, coach of the zamalek team, is preparing ahmed fattouh, the left back of the team, for his return to the starting line-up for the team in the summit match against al-ahly.",1
"special celebrations outside the egyptian super stadium
#ontime_news https://t.co/sofideu92e",1
"the board of directors of the egyptian football association decided, in its emergency meeting today, wednesday, to accept the resignation of mark clattenburg and to assign the legal affairs of the federation to take the necessary measures to preserve the rights of the federation and the consequences of his resignation in accordance with the terms of the concluded contract.",1
"al-ahly is awaiting the examinations for yasser ibrahim.. and karim fouad is on his way to travel
#ontime_news https://t.co/rezcsosto8",1
"the date of al-ahly and zamalek matches in the african handball championship
#ontime_news https://t.co/axdbvxizqv",1
"the arab contractors club announced the completion of the contract procedures with the nigerian player ademola showwell, to join the team during the current winter transfer period, from the nigerian league.",1
"al-masry reached the egypt cup final after defeating the surrendered zamalek, and awaits the winner from al-ahly and smouha....",1
"""barcelona is living a nightmare after being knocked out of the champions league."" a tour of the world press
#ontime_news https://t.co/sswvrnqhnj",1
"marcel koehler, coach of al-ahly club, was keen to celebrate christmas and send a message to the fans to celebrate with them the beginning of a new year.",1
"the clubs association announces the proposed date for ending the league and the date for sending clubs participating in the african championships
#ontime_news https://t.co/jyxi4m8wdx",1
we belong to allah and to him we shall return. may god have mercy on professor ibrahim hegazy,1
"3 decisions are expected at the zamalek council meeting today
#ontime_news https://t.co/rrbtlyhsnj",1
"learn about the expected formation of the egyptian national team against guinea in the african nations qualifiers, in the first appearance of ihab jalal
#ontime_news https://t.co/zhalauvrv2",1
"the opinions of the arab masses before the decisive confrontations in the world cup
#ontime_news https://t.co/2uth4hpm7d",1
"marcel koller, coach of the first football team at al-ahly club, said that he feels very frustrated after the defeat against real madrid in the semi-finals of the club world cup.",1
"mohamed moselhi, president of al-ittihad club of alexandria, confirmed that there were negotiations with patrice baumel before contracting with zoran as technical director of the leader of the gap.",1
mohamed abdel monsef: mohamed el shennawy is the number one goalkeeper in egypt,1
"the national team delegation in port gente this afternoon, gabon time, performed friday prayers at its residence",1
"tariq al-ashry has been moving at a steady pace with pharco since assuming technical responsibility for the team. in tariq al-ashry's first match with pharco, he defeated al-masry al-port said 2-1.",1
"zamalek finishes its preparations to face ismaily .. the administration is pressuring carteron to resolve the file of the assistant coach
#ontime_news https://t.co/ka2sndkeky",1
pictures of the national team training session on the third day,1
"the karate team returns today from tunisia with 38 different medals
#ontime_news https://t.co/fqthjzo5rd",1
"the football association pays the late dues of queiroz's assistants
#ontime_news https://t.co/xovl9eggl0",1
zamalek fans choose mohamed kofi as the best player in the alexandrian union match,1
"argentina are world champions, finally soccer justice, leo",1
"the sudanese hilal occupies the top of the group with 9 points, after playing 4 matches, while sun downs occupies the second place with 7 points.",1
"la vienna club, led by george galidi, leads the upper egypt group standings in the second division, with 47 points, on goal difference from the assiut petroleum and el gouna teams, who are in second and third places.",1
"a legendary farewell to chiellini in his last match in front of juventus fans
#ontime_news https://t.co/czwpstkegs",1
"qatar club ends its agreement with al-ahly to include defender badr bannoun
#ontime_news https://t.co/ql6un1jzev",1
"fifth group
-uganda
- congo",1
"officials of the egyptian professional clubs association revealed that the matches of the 16th round of the league cup will be held under the knockout system, as tomorrow, tuesday, the draw for the 16th round matches will be drawn at the football association's headquarters.",1
"after losing the cup... swaresh's first decision regarding the team's players
#ontime_news https://t.co/i0fa8vjmn9",1
"tunisian hamdi al-naqaz, the right back of ismaili, began implementing his rehabilitation program to recover from a slight strain in the connective muscle.",1
"the serbian zoran, the coach of the first football team at al-ittihad club of alexandria, decided to choose 22 players for the team camp for the enppi match.",1
"talaat youssef takes over the training of enppi club halfa for the departure of ahmed koshary
#ontime_news https://t.co/gudix09hev",1
"the coaching staff of the egyptian club, led by hossam hassan, is reviewing the previous matches of the pharco team, the latest of which was the defeat against enppi with a clean goal..",1
"zamalek beat haras el hodood by a clean four, to continue chasing al-ahly at the top of the league table",1
"in preparation for al-ahly .. ""horia"" reaches the final of the guinea cup
the guinean houria team managed to reach the final match of the guinean cup, after defeating the manden team with three goals for nothing.",1
"the canal team, led by mohamed halim, leads the cairo and canal group standings in the second division league, with 34 points, after 15 rounds of the competition have passed so far.",1
"ahmed sharif, the pharco player, managed to score the equalizer for his team against al-ahly club in the 36th minute, after al-ahly's goal a few minutes later.",1
"the youth team faces wadi degla in a friendly next saturday
#ontime_news https://t.co/zprq3b6nwm",1
"the ghazl el mahalla team tied with its ismaili counterpart, with a goal for each team, in the match that brought the two teams together a short while ago at ismailia stadium, in the 19th round of the egyptian premier league competition.",1
"moataz eno sends a message to the egyptian fans present in the meeting of egypt and guinea in the african nations qualifiers
#news_onime https://t.co/0m4uyb7d6s",1
"al-ahly tied against ceramica, with a goal for each team, with ali maaloul's goal from a penalty kick in the 78th minute, in the match that brought the two teams together today, wednesday.",1
"today, wednesday, the seventh round of the premier league competition, the 2022-2023 season, will start, and the fans will have a date with many summit matches and excitement in this week of the tournament.",1
"the serbian zoran manolovic, the coach of the first football team at al-ittihad club of alexandria, demanded that mahmoud alaa, the team's defender, be equipped for the al-ahly bank match.",1
"amr el-sisi, player of the zamalek team, scored the second goal for his team, against al-masry al-port said, in the 55th minute of the meeting, which currently brings the two teams together.",1
"the egyptian club is preparing to face its counterpart, ceramica, in the match that brings the two teams together tomorrow, sunday, in the 18th round of the league competition.",1
karate federation officials have set the date for the start of the republic karate championship for people of determination and special needs.,1
ahmed diab: the statute of the football association states that the association will remain for one year only,1
tigris defeats aswan 1_0,1
"the first half ended between the arab contractors team and its counterpart, aswan, with wolves of the mountain advancing with a clean goal through omar fathy saviola in the 25th minute.",1
"today, friday 12-23-2022, egyptian sports news witnessed many important events.",1
mohamed abu el-ela: zamalek is struggling to deliver a strong performance despite the crises,1
"mahmoud gaber, coach of the egyptian youth team, stated that the reason for losing today's match against nigeria was wasting many chances for scoring, as there were two sure chances in the second half, and an attack that raafat khalil surprisingly missed.",1
"""al-ghandour"" refereed the zamalek and military production match..and ""adel"" for ismaili and el-mokawloon
the main referees committee of the egyptian football association announced the names of the referees for the two matches today, tuesday, in the round of sixteen of the egypt cup",1
"ihab jalal, the new coach of the first team, settled in pharco club, after the club's management approved his assistant, who will lead the orange team to succeed the portuguese nuno almeida.",1
the general assembly resumed its work after a number of upper egypt clubs protested the presence of their places at the end of the hall. hani abu raida affirmed his appreciation to all the representatives of upper egypt and that the seating arrangement was placed in the order of the regions.,1
"an agreement between al-ahly management and the two teams to renew and an upcoming session with hussein al-shahat
#ontime_news https://t.co/kc0jsv8l3l",1
"the formation of esperance to face al-ahly:
goalkeeper: moez bin sherifia
defense: sameh al-darbali - hussein al-rabee - shams al-din al-thawadi - khalil shamam.
middle: mohamed ali monaser - frank koum - fossini coulibaly - anis el badri.
attack: haitham al-juweni - taha yassin al-khunisi.",1
"shady issa: al-ahlyawiya must thank ahmed mujahid, who let the national team not play friendly matches, so that al-ahly can relax # alaa_and shadi_with_saif",1
"salah mohsen, striker of the first football team at ceramica club, continues to be absent from his team in front of the ministry of interior in the match scheduled for next monday at cairo stadium..",1
"smouha reaches a final agreement with al-ahly
with the transfer of hussein al-sayed and amr barakat on loan for a period of 6 months",1
"khaled murtaji, member of al-ahly board of directors: i congratulate zamalek for winning the african basketball championship",1
"al-ittihad club of alexandria announced, in an official statement, that it had accepted the resignation of mohamed ibrahim, the coach of the team, after the club's president, mohamed moselhi, met with zoran manojlovic, the team's coach and coach.",1
"from cameroon - the most prominent atmosphere of the national team after the victory over sudan and the final position on the participation of ""fotouh and al-wensh"" during the next round
#ontime_news https://t.co/1mdyvod5kz",1
"the technical staff of zamalek and the players pledged that the next future match, scheduled for tomorrow, sunday, at cairo international stadium, will be within the competitions of the sixteenth round of the league's life.",1
i wish the player moamen zakaria a speedy recovery after he suffered from a health problem and was subsequently transferred to the hospital.,1
a match between zamalek and al-ahly in the framework of the conclusion of the first round of the second stage in the men's league for the local season 2022/2023 at the white team hall..,1
"although the egyptian national team did not participate in the world cup currently being held in qatar, which was held with the participation of 832 players representing 32 teams, this tournament could not break the records of essam el-hadary.",1
"after the five sun downs .. harsh penalties for al-ahly players
#ontime_news https://t.co/dc2r6ytqks",1
"the al-ahly team delegation headed to cairo airport, in preparation for traveling to the sudanese capital, khartoum, to play its match against al-hilal of sudan, next saturday, in the second round of the group stage of the african champions league.",1
"holding the opening ceremony of the shooting world cup in egypt in the olympic city in the new administrative capital
#ontime_news https://t.co/ebbiwnk8nd",1
"the u-23 basketball team flies to romania to participate in the nations league
#ontime_news https://t.co/idxpw0nsz2",1
"al-ahly team continues its preparations for the upcoming sun downs match in the african champions league, which will be held tomorrow, saturday, in south africa.",1
"al-ahly team will resume its group training today, saturday, after obtaining a 24-hour passive rest yesterday, friday, as part of the preparation program for its match against al-ittihad of alexandria in the fourth round competitions.",1
"shikabala misses 10 days of zamalek training due to injury
#ontime_news https://t.co/fasgoyydxr",1
"tariq el-ashry's results with smouha since he assumed technical responsibility for the team before the al-ahly match scheduled for seven in the evening, sunday, at al-ahly and al-salam stadium, in the ninth round of the premier league competition.",1
"saafan al-saghir chooses the best goalkeepers in the egyptian league
#ontime_news https://t.co/hxxwuvkywo",1
"there is absolutely no truth to the news of deducting a month's salary from marcel koller, coach of al-ahly club",1
"by god, i don't believe ismaili is thinking of changing the coaching staff and is waiting for the result of the al-ittihad match!!!????",1
"mohamed sharif participated mainly in the auckland city match and scored a goal, while he participated as a substitute in the american seattle match, which al-ahly won with the goal of mohamed magdy afsha in the fatal time.",1
ahmed al-kass: training in the second division is more difficult than the premier league,1
"the plane is preparing to host the arab club championship
#ontime_news https://t.co/y5nwi6zqyk",1
"ferreira called on al-jaziri to focus on ending the attacks and taking advantage of half-chances in front of the opponent's goal, especially since the coming period requires everyone to strive, and not to neglect any point.",1
"percy tau returns to the team's list.. learn about al-ahly's most prominent preparations before facing egypt's clearing in the league
#ontime_news https://t.co/ysqfquogeo",1
"the smouha team achieved an exciting victory over enppi with two goals without a response, in the match that brought the two teams together today, sunday, at petrosport stadium.",1
"the al-ahly club management is considering the travel of the duo, akram tawfiq and mustafa schubert, to qatar to undergo a rehabilitation program at the aspire center, which specializes in stadium injuries.",1
"al-ahly concludes its preparations for the super match today, and koehler is making adjustments to the team's formation
#ontime_news https://t.co/fijts9zkkn",1
"walid salah el-din confirmed that the match between zamalek and al-ittihad is a model for a working coach, right and wrong coach.",1
"muhammad abdel-malik won the silver in the second category, while essam el-din mahmoud won the bronze, while the duo khaled ramadan and mamdouh tammam won the bronze medals in the third category.",1
"amr el-halawani, the player of the aswan team, and ragab bakkar, the player of ceramica cleopatra, are our guests in today's episode",1
"essam abdel fattah has already submitted his resignation to the football association, and a replacement is being sought, although some members are trying to persuade him to continue.",1
"the brilliance of the anaconada .. mostafa mohamed leads nantes to a valuable draw
#ontime_news https://t.co/myffdxspbs",1
"al-ahly players participate in filming an advertisement for the song ""al-tala north"".",1
"the official page of the al-ahly club published a video of the team's move to run the training session of the main team in morocco, before the start of the first matches of the red genie in the club world cup.",1
"today, wednesday 18/1/2023, zamalek club witnessed many important news, most notably hussein yasser starting his work duties in the ferrera device in zamalek.",1
imad al-nahhas: i faced the tigris with the basics and family circumstances that prevented me from continuing in aswan,1
"the 15th edition of the world handball club championship kicks off
#ontime_news https://t.co/yjqhcvdndv",1
"the medical staff of al-ahly club, headed by ahmed abu abla, decided to set up a nutrition program for the players throughout the stay in south africa and cameroon to equalize the pressure of the matches, the weather and the physical condition of the players.",1
"the referees of the enppi and tanta match today in the last round of the premier league: mahmoud rushdi, assisted by ashraf mahran and amr saad, and hazem nasr as a fourth referee, and each of amr ramadan and ahmed al-naa'i as a fifth referee.",1
looks like ajay is going to blow a surprise,1
"today, wednesday, the egyptian professional clubs association, headed by ahmed diab, announces the dates for the round of 16 matches of the league cup.",1
"zamalek officially announces the deal of nabil emad dunga
#ontime_news https://t.co/cbvqilegjk",1
"god and his angels send blessings upon the prophet, o you who believe, send blessings and peace upon him",1
"amr el-dardir: the wish of al-ahly's life is taken by ben sharqi
alaa ezzat replies: we have no place on the list",1
"on this day, zamalek club was founded on january 5, 1911 as a sports, cultural and social club bearing the name ""qasr el nil club"".",1
"swiss coach marcel kohler, al-ahly coach, and mohamed el-shennawy, goalkeeper and captain of the team, will hold a press conference today, friday, to talk",1
morocco national team to the quarter-finals of the african cup of nations,1
"soon .. the opening ceremony of the world shooting championships ""egypt 2022""
#ontime_news https://t.co/ehrv1xhpc5",1
"come on, let's have some questions like this, early, early... first, what do you expect from the decision regarding the issue of electricity today, and what is the reaction of al-ahly club? secondly, what will be mahmoud al-khatib's response to the screams of the president of the auckland club... what, khatib, are you coming to do magic in morocco?? a man-to-man player on the pitch?",1
"queiroz: competition for the arab cup title is our goal hossam nabawi, sports critic, explains the highlights of the press conference of the egyptian coach
#ontime_news https://t.co/1bi7ksmxvg",1
"talaat youssef, the technical director of enppi, returns ahmed amin ufa to lead the petroleum attack against pharco on monday",1
"mohamed abdel shafi, the left back of the first football team at zamalek club, participated in part of the group training for al-abyad today, sunday, at abdel-latif abu rujaila stadium.",1
"""the seventh day"" monitors the results of the international pharaohs cup for artistic gymnastics for men and juniors, which is currently being held in the covered hall at cairo international stadium, with the participation of 10 countries.",1
"the african championship for trampoline gymnastics, hosted by morocco, concluded in the covered hall, mahamid, in the presence of dr. ehab amin, president of the egyptian and african gymnastics federations.",1
muhammad al-damati: the contract with musimani is a successful bet from the captain of al-khatib and the football management,1
"the egyptian duo, nour el-sherbiny, a sporting player, and hania el-hamami, a player from wadi degla, qualified for the final match of the hong kong open squash championship, which will be held from november 28 to december 4.",1
"al-ahly is awaiting a response to mahmoud ashour's speech, hakam al-var, then he will make his decision during the next few hours",1
kasim pasha beat ankara 2/1 and trezeguet scores a great goal.,1
"the referees of the arab contractors and zamalek match tomorrow (wednesday) in the 32nd round of the premier league: ibrahim nour el-din, assisted by hani abdel fattah and sami helhal, ahmed ibrahim as a fourth referee, and sabri ibrahim and amr ramadan as a fifth referee.",1
"how do you see zamalek's chances of qualifying from its group in the african champions league with wydad, angolan sagrada and angolan petro atletico?",1
"officials of the football association addressed 4 european federations to request a staff of referees for the al-ahly and zamalek match at the top of the egyptian league, which is scheduled to be held next saturday in the 14th round of the competition.",1
"the egyptian national futsal team will start its first match, in the thailand international championship, against saudi arabia next thursday, at 10:30 am cairo time.",1
"the zamalek club board of directors received an official letter from the competent administrative authority on december 15th, which includes a request to postpone the extraordinary general assembly.",1
"also, hani abu rida and fawzi were also definitively included in the success story, similar to a recommendation in the fifa executive office",1
"portuguese coach jaime pacheco, coach of the pyramids club, announced the formation of the zamalek match in the premier league",1
"osama khalil, the official spokesman for the ismaili club, confirmed that there are those who fish in troubled waters to influence the ismaili march.",1
"the interior team fell to ismaily with three goals to one in the last round, while aswan tied with tala'a al-jaish with two goals for the same in the same round.",1
"the egyptian football association, headed by gamal allam, mourned farouk mustafa, brother of hassan mustafa, president of the international handball federation.",1
muhammad homs: the absence of technical stability affected the ismaili players,1
"al-ahly team continues to prepare for the south african sun downs match, as the team goes through its daily training in preparation for this upcoming match, which is attended by ten thousand fans, with whom al-ahly obtained security approval to attend the match.",1
"an exciting confrontation between pyramids and future, at 6:00 pm tomorrow, sunday, in the second round of the group stage of the african confederation cup.",1
